Date,Day,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,death,hospitalized,totalTestResults,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,Province_State,state
2020-03-05,1,0.15874788771707987,1.3838023419866208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5425502297037008,0.0,0.0,0.0,0.0,California,CA
2020-03-06,2,0.1797145898683923,1.3838023419866208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5635169318550133,0.0,0.0,0.02096670215131244,0.02096670215131244,California,CA
2020-03-07,3,0.20667177834865114,1.3838023419866208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.590474120335272,0.0,0.0,0.026957188480258843,0.026957188480258843,California,CA
2020-03-08,4,0.2635813984736421,1.3838023419866208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6473837404602627,0.0,0.0,0.0569096201249909,0.0569096201249909,California,CA
2020-03-09,5,0.34145772074994535,2.066717783486512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.408175504236457,0.0,0.6829154414998907,0.07787632227630334,0.7607917637761941,California,CA
2020-03-10,6,0.3983673408749363,2.066717783486512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.465085124361448,0.0,0.0,0.0569096201249909,0.0569096201249909,California,CA
2020-03-11,7,0.4702531768222932,2.743642738657456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2138959154797493,0.0,0.6769249551709444,0.07188583594735692,0.7488107911183013,California,CA
2020-03-12,8,0.6050391192235874,2.743642738657456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01198097265789282,0.0,3.348681857881043,0.0,0.0,0.13478594240129424,0.13478594240129424,California,CA
2020-03-13,9,0.6050391192235874,2.743642738657456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01198097265789282,0.0,3.348681857881043,0.0,0.0,0.0,0.0,California,CA
2020-03-14,10,0.7548012774472477,2.743642738657456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014976215822366025,0.0,3.498444016104704,0.0,0.0,0.14976215822366026,0.14976215822366026,California,CA
